Hex Color,Category
#007200,Dark-Green
#12800f,Green
#0000de,Blue
#ff3d2c,Red
#0000d3,Blue
#00006f,Dark-Blue
#5a240c,Dark-Brown
#ffada2,Light-Red
#270a29,Black
#ff8e00,Orange
#ff9f00,Orange
#ff9600,Orange
#8c02cd,Purple
#ffe3b4,Peach
#ffdfb4,Peach
#482b0b,Dark-Brown
#f6fad0,Cream
#ffff09,Yellow
#4a4d39,Dark-Gray
#9c19c2,Purple
#000076,Dark-Blue
#ffdbb4,Peach
#ffa28e,Light-Red
#ffe3b4,Peach
#ffb6c2,Pink
#2f102c,Black
#ff0f06,Red
#a40b14,Dark-Red
#ff9b00,Orange
#ffb7c9,Pink
#49220b,Dark-Brown
#d9f0c9,White
#ffdbb4,Peach
#ff9d00,Orange
#ffbbc3,Pink
#ffbdc5,Pink
#ffa6b1,Light-Red
#9a2a09,Dark-Red
#93f397,Light-Green
#26070a,Black
#f6fbd0,Cream
#8c916d,Gray
#994e2c,Brown
#b6b4ba,Light-Gray
#ffa9bd,Light-Red
#f9f7d0,Cream
#ffff61,Yellow
#ffa19f,Light-Red
#8c1922,Dark-Red
#ffdd15,Gold
#000086,Dark-Blue
#7c7087,Gray
#6c7488,Gray
#90f394,Light-Green
#0000d5,Blue
#000071,Dark-Blue
#ffbdc3,Pink
#007e00,Dark-Green
#8d778b,Gray
#fcfad0,Cream
#95ef98,Light-Green
#9f1516,Dark-Red
#515747,Dark-Gray
#8208be,Purple
#11830c,Green
#ffff5f,Yellow
#f0eded,White
#007200,Dark-Green
#baeff6,Light-Blue
#7a6f66,Gray
#ff0100,Red
#ffb1b2,Light-Red
#e0c8d3,White
#57290b,Dark-Brown
#ffff20,Yellow
#ffad82,Light-Red
#ff010d,Red
#ffe5b4,Peach
#c7a0be,Light-Gray
#ffff57,Yellow
#c2b7b4,Light-Gray
#0000d8,Blue
#ffbdc8,Pink
#0000cd,Blue
#9f08b6,Purple
#ffff1e,Yellow
#ffa200,Orange
#9b0883,Purple
#ffa2a3,Light-Red
#2e162f,Black
#ffde4e,Gold
#ffff45,Yellow
#11321f,Black
#bca8b3,Light-Gray
#8c6964,Gray
#ffe2b4,Peach
#b4edee,Light-Blue
#007700,Dark-Green
#ffb9c8,Pink
#fff7d0,Cream
#9a1f0d,Dark-Red
#ff2a20,Red
#808e7f,Gray
#ff3a0a,Red
#b7e2fc,Light-Blue
#ff4124,Red
#0000d5,Blue
#ffff32,Yellow
#ffdeb4,Peach
#0000e7,Blue
#ffd82b,Gold
#23091d,Black
#6f7268,Gray
#8114bd,Purple
#bcc6a5,Light-Gray
#ffa59d,Light-Red
#9212e5,Purple
#ffd934,Gold
#beeaee,Light-Blue
#000076,Dark-Blue
#787b94,Gray
#0000ce,Blue
#8b1a22,Dark-Red
#969ebe,Light-Gray
#91ee95,Light-Green
#405238,Dark-Gray
#941326,Dark-Red
#8b4e26,Brown
#8d4524,Brown
#4f5f3d,Dark-Gray
#007200,Dark-Green
#879681,Gray
#018b22,Green
#ff9d00,Orange
#151725,Black
#ffb1b2,Light-Red
#ffff61,Yellow
#4b2c0d,Dark-Brown
#ecc8f2,White
#1e8802,Green
#472a0a,Dark-Brown
#007c00,Dark-Green
#45210b,Dark-Brown
#b6c3c2,Light-Gray
#911892,Purple
#007b00,Dark-Green
#ffde21,Gold
#ffff49,Yellow
#bae2f3,Light-Blue
#ffe1b4,Peach
#667a78,Gray
#0b8806,Green
#991eb7,Purple
#54270a,Dark-Brown
#ecdbe4,White
#97f892,Light-Green
#ffff15,Yellow
#000069,Dark-Blue
#a9b4bd,Light-Gray
#92f193,Light-Green
#9abeba,Light-Gray
#ffe0b4,Peach
#968b81,Gray
#bee3e7,Light-Blue
#0d8606,Green
#ffb385,Light-Red
#96827e,Gray
#ffdd4b,Gold
#8d512d,Brown
#078701,Green
#b0b2bb,Light-Gray
#778086,Gray
#4c270c,Dark-Brown
#90f298,Light-Green
#0000d3,Blue
#ffe2b4,Peach
#8c099e,Purple
#8e151a,Dark-Red
#e2cee7,White
#4b5337,Dark-Gray
#54260a,Dark-Brown
#97452b,Brown
#afe5ea,Light-Blue
#575f62,Dark-Gray
#ffddb4,Peach
#262c16,Black
#ffdc2f,Gold
#a4bdba,Light-Gray
#9c1908,Dark-Red
#796a73,Gray
#f5f5d0,Cream
#b2edff,Light-Blue
#ffe2b4,Peach
#4c1f0e,Dark-Brown
#ffb7ca,Pink
#ffa77e,Light-Red
#0000d0,Blue
#c3ada2,Light-Gray
#007b00,Dark-Green
#ff2d00,Red
#0b150e,Black
#47473f,Dark-Gray
#a04b29,Brown
#058114,Green
#a50325,Dark-Red
#bad8ea,Light-Blue
#007800,Dark-Green
#946881,Gray
#4e270f,Dark-Brown
#01801d,Green
#000065,Dark-Blue
#ff9f00,Orange
#0f1628,Black
#000073,Dark-Blue
#3b4b44,Dark-Gray
#006d00,Dark-Green
#ffe2b4,Peach
#000080,Dark-Blue
#8b4b20,Brown
#748681,Gray
#ff9d00,Orange
#462a0b,Dark-Brown
#ffd713,Gold
#0000c9,Blue
#ffaeab,Light-Red
#ff4e09,Red
#0000e8,Blue
#000069,Dark-Blue
#ffb6b9,Light-Red
#8c1a0e,Dark-Red
#931502,Dark-Red
#ffdcb4,Peach
#ff9100,Orange
#96fb98,Light-Green
#927b74,Gray
#808486,Gray
#8f4a1d,Brown
#8e1cc9,Purple
#5a5b3c,Dark-Gray
#ffff2f,Yellow
#a40911,Dark-Red
#ffd718,Gold
#e2e0ec,White
#90f496,Light-Green
#ffb7cb,Pink
#ffdfb4,Peach
#5b5b3f,Dark-Gray
#ffb08f,Light-Red
#9a4f24,Brown
#ffff33,Yellow
#ffdd10,Gold
#ff9f00,Orange
#007400,Dark-Green
#b5a1b8,Light-Gray
#080e2d,Black
#ffd74e,Gold
#ffddb4,Peach
#007d00,Dark-Green
#007b00,Dark-Green
#4c200f,Dark-Brown
#572c0e,Dark-Brown
#007b00,Dark-Green
#ff111f,Red
#0000cc,Blue
#ffdeb4,Peach
#ffe3b4,Peach
#ff5142,Red
#0c851e,Green
#ffe5b4,Peach
#3e495a,Dark-Gray
#4f2d0e,Dark-Brown
#006400,Dark-Green
#492d0d,Dark-Brown
#006b00,Dark-Green
#0b1f0d,Black
#218611,Green
#91fb96,Light-Green
#ffbcc7,Pink
#ffbcc6,Pink
#ffbec3,Pink
#90f594,Light-Green
#a04c22,Brown
#f7f5d0,Cream
#0000fd,Blue
#171e02,Black
#ffdf33,Gold
#13890b,Green
#9415c0,Purple
#ff8f00,Orange
#ffff3d,Yellow
#0000e6,Blue
#006f00,Dark-Green
#44290e,Dark-Brown
#830ce9,Purple
#068311,Green
#000068,Dark-Blue
#ffdd50,Gold
#9f13dc,Purple
#ffdf5d,Gold
#b5eef4,Light-Blue
#4b2b0a,Dark-Brown
#954821,Brown
#9606ad,Purple
#00007a,Dark-Blue
#ffe1b4,Peach
#b4e4f8,Light-Blue
#f6cbe6,White
#ffac97,Light-Red
#ff1803,Red
#97f492,Light-Green
#0000ed,Blue
#a32a05,Dark-Red
#492d0d,Dark-Brown
#ffda40,Gold
#944c16,Brown
#ffff5e,Yellow
#ffdd57,Gold
#ffff36,Yellow
#000073,Dark-Blue
#9c472c,Brown
#d0d6f0,White
#1b2c20,Black
#901c0a,Dark-Red
#f8fdd0,Cream
#e5f3eb,White
#007f00,Dark-Green
#34393d,Dark-Gray
#0000eb,Blue
#0000eb,Blue
#b4bfac,Light-Gray
#051017,Black
#54260a,Dark-Brown
#ff9000,Orange
#0b000c,Black
#41464e,Dark-Gray
#8f9176,Gray
#b8e6fe,Light-Blue
#000084,Dark-Blue
#ffb07b,Light-Red
#0000ce,Blue
#ffff60,Yellow
#8c1023,Dark-Red
#8d1506,Dark-Red
#ffb6b3,Light-Red
#ffff2a,Yellow
#ff6046,Red
#0000f8,Blue
#879685,Gray
#006e00,Dark-Green
#7e958d,Gray
#f6f6d0,Cream
#14092a,Black
#941729,Dark-Red
#8f0b29,Dark-Red
#b8c5b0,Light-Gray
#47220f,Dark-Brown
#006f00,Dark-Green
#f0d8d4,White
#ffdab4,Peach
#edf1d1,White
#a2c0aa,Light-Gray
#ffa7a9,Light-Red
#ffe1b4,Peach
#6a896d,Gray
#068215,Green
#ff3121,Red
#decfcc,White
#ff381d,Red
#91f795,Light-Green
#0000dd,Blue
#8f1b22,Dark-Red
#ffb6c9,Pink
#5a6346,Dark-Gray
#d6d9d9,White
#9b0887,Purple
#b4e4e7,Light-Blue
#b1ae99,Light-Gray
#00006c,Dark-Blue
#411f0e,Dark-Brown
#821ddf,Purple
#ff2e27,Red
#1c1203,Black
#80968b,Gray
#ffff00,Yellow
#9f0308,Dark-Red
#e3f2e7,White
#a02419,Dark-Red
#952709,Dark-Red
#335641,Dark-Gray
#45290b,Dark-Brown
#aee3eb,Light-Blue
#96f197,Light-Green
#ffff00,Yellow
#ff9d00,Orange
#f1dbd9,White
#0000db,Blue
#00006d,Dark-Blue
#0000cd,Blue
#8706d5,Purple
#8508b2,Purple
#f6f6d0,Cream
#b4dbef,Light-Blue
#ffa000,Orange
#97ef96,Light-Green
#801c87,Purple
#5a270e,Dark-Brown
#000083,Dark-Blue
#a01722,Dark-Red
#007200,Dark-Green
#d8cfe1,White
#ffdf54,Gold
#95ef97,Light-Green
#000068,Dark-Blue
#767c74,Gray
#006b00,Dark-Green
#b2dfe9,Light-Blue
#ff5e1a,Red
#98b6c8,Light-Gray
#901db7,Purple
#995128,Brown
#9a0a10,Dark-Red
#ffa9b4,Light-Red
#ffddb4,Peach
#ffff20,Yellow
#ffe3b4,Peach
#ffa49d,Light-Red
#adc2bc,Light-Gray
#ffe1b4,Peach
#b5daeb,Light-Blue
#fff6d0,Cream
#19231c,Black
#18881c,Green
#ffd827,Gold
#964e1d,Brown
#ffb9cb,Pink
#fbf6e2,White
#92f492,Light-Green
#9c4b1b,Brown
#ffb8c3,Pink
#ffff5a,Yellow
#00007c,Dark-Blue
#a29799,Light-Gray
#ffbbc8,Pink
#02811c,Green
#062e02,Black
#a00029,Dark-Red
#ffb7c5,Pink
#058703,Green
#8c1fdf,Purple
#ff071d,Red
#bde6eb,Light-Blue
#ffe4b4,Peach
#ffff34,Yellow
#ffa7bf,Light-Red
#ffb9c3,Pink
#ffbccb,Pink
#c4a7bd,Light-Gray
#ffdbb4,Peach
#ff9500,Orange
#1e2627,Black
#a21b1c,Dark-Red
#92f397,Light-Green
#52270c,Dark-Brown
#ffff2d,Yellow
#49210a,Dark-Brown
#08081b,Black
#8c708c,Gray
#f6ecff,White
#ffafbb,Light-Red
#270b2c,Black
#5f5d4a,Dark-Gray
#99042a,Dark-Red
#1a291a,Black
#ffff1e,Yellow
#53395d,Dark-Gray
#1d0303,Black
#ffff26,Yellow
#ffff02,Yellow
#d9dbcc,White
#9b1dda,Purple
#8c8770,Gray
#bbe9fc,Light-Blue
#90501b,Brown
#000077,Dark-Blue
#90f597,Light-Green
#a7b8a9,Light-Gray
#891dcd,Purple
#ff182c,Red
#007300,Dark-Green
#b9afc4,Light-Gray
#ff1420,Red
#405d54,Dark-Gray
#0000d9,Blue
#2d0216,Black
#ffa7a5,Light-Red
#9c03ea,Purple
#007700,Dark-Green
#ffff10,Yellow
#9c1ebe,Purple
#b5eaf8,Light-Blue
#ffe3b4,Peach
#68957a,Gray
#00006c,Dark-Blue
#006400,Dark-Green
#ffda0f,Gold
#ff1f02,Red
#5a260f,Dark-Brown
#c7a4c5,Light-Gray
#007f00,Dark-Green
#ffbdc1,Pink
#ffb6c7,Pink
#ffdd5e,Gold
#ffa984,Light-Red
#faf8d0,Cream
#1e8712,Green
#95f391,Light-Green
#ffb48e,Light-Red
#c6a7c0,Light-Gray
#776e7c,Gray
#353836,Dark-Gray
#906e7f,Gray
#593457,Dark-Gray
#ff9000,Orange
#ffdab4,Peach
#1e8b1c,Green
#916e74,Gray
#fdfad0,Cream
#ff9b00,Orange
#ffacb8,Light-Red
#14821d,Green
#504145,Dark-Gray
#ffbac8,Pink
#8f111b,Dark-Red
#ff9d00,Orange
#4d2b0e,Dark-Brown
#b1dfe7,Light-Blue
#50270f,Dark-Brown
#ff5530,Red
#ff9d00,Orange
#beeafa,Light-Blue
#ffb7cb,Pink
#9420a1,Purple
#ffd82f,Gold
#78846b,Gray
#ff3040,Red
#000072,Dark-Blue
#138b10,Green
#007f00,Dark-Green
#b5ecf0,Light-Blue
#0000fb,Blue
#007200,Dark-Green
#76708f,Gray
#000070,Dark-Blue
#000078,Dark-Blue
#931721,Dark-Red
#ffbbc8,Pink
#ffe5b4,Peach
#fcf9d0,Cream
#006600,Dark-Green
#46280a,Dark-Brown
#921ed5,Purple
#a22609,Dark-Red
#000084,Dark-Blue
#e5d6d7,White
#f5f5d0,Cream
#ffd80d,Gold
#8b5017,Brown
#072e14,Black
#636457,Dark-Gray
#ffa89d,Light-Red
#fcf9d0,Cream
#9a4f27,Brown
#0000d5,Blue
#3f453b,Dark-Gray
#9bb8ac,Light-Gray
#091e2b,Black
#8b0206,Dark-Red
#000081,Dark-Blue
#007000,Dark-Green
#8d031c,Dark-Red
#ff251f,Red
#9b1f9d,Purple
#ffff2b,Yellow
#048a10,Green
#93ef91,Light-Green
#58200a,Dark-Brown
#9c4d16,Brown
#ffbbc5,Pink
#820deb,Purple
#8e4b2a,Brown
#006400,Dark-Green
#0000e6,Blue
#ffa100,Orange
#59230a,Dark-Brown
#ffb6c4,Pink
#f7d1f8,White
#ffff18,Yellow
#0e821f,Green
#96f290,Light-Green
#95fb93,Light-Green
#ecdcdc,White
#ba96aa,Light-Gray
#3e210e,Dark-Brown
#ffde0e,Gold
#ffb58a,Light-Red
#0000d1,Blue
#394853,Dark-Gray
#0000ea,Blue
#ffd912,Gold
#ff3639,Red
#ffa59b,Light-Red
#b8e3fa,Light-Blue
#9c481c,Brown
#64837e,Gray
#000072,Dark-Blue
#ffe5b4,Peach
#944816,Brown
#adbab9,Light-Gray
#1b0104,Black
#006b00,Dark-Green
#9b12d6,Purple
#ffe1b4,Peach
#178b1e,Green
#a51d0f,Dark-Red
#bfedfd,Light-Blue
#fee2e0,White
#03870f,Green
#553f37,Dark-Gray
#cff0ea,White
#444435,Dark-Gray
#59290f,Dark-Brown
#0000ef,Blue
#006700,Dark-Green
#9d99c6,Light-Gray
#ffbfc1,Pink
#ffb095,Light-Red
#ff9400,Orange
#0000ef,Blue
#533e33,Dark-Gray
#fbfbd0,Cream
#66878b,Gray
#ffdab4,Peach
#aeafb4,Light-Gray
#433862,Dark-Gray
#0c2d26,Black
#90090b,Dark-Red
#012303,Black
#ffb3be,Light-Red
#ffa3b9,Light-Red
#a3a99e,Light-Gray
#ffff11,Yellow
#21011c,Black
#ff9900,Orange
#573343,Dark-Gray
#ffb47c,Light-Red
#98110c,Dark-Red
#ffb9c7,Pink
#9b4c1a,Brown
#94f990,Light-Green
#8c101f,Dark-Red
#0000d0,Blue
#9cc6b0,Light-Gray
#000077,Dark-Blue
#b8dcea,Light-Blue
#f6eaed,White
#95f196,Light-Green
#fcf9d0,Cream
#f6f4f6,White
#fffad0,Cream
#fbccd6,White
#707d91,Gray
#f9f7d0,Cream
#942008,Dark-Red
#b3dcec,Light-Blue
#ffff07,Yellow
#ffdb14,Gold
#0000e1,Blue
#8c4a22,Brown
#605732,Dark-Gray
#fcf6d0,Cream
#ffdf3e,Gold
#ff3a25,Red
#635443,Dark-Gray
#bbe0f8,Light-Blue
#ff8f00,Orange
#ffdd2b,Gold
#ff9100,Orange
#ffaf93,Light-Red
#8400b2,Purple
#ffff34,Yellow
#ffbec7,Pink
#006700,Dark-Green
#fcfdd0,Cream
#9920ba,Purple
#9d5116,Brown
#dfedee,White
#0000d9,Blue
#91fb95,Light-Green
#b1c4bc,Light-Gray
#ffe1b4,Peach
#ffe4b4,Peach
#0000dc,Blue
#8d6d6c,Gray
#0000db,Blue
#bbdce8,Light-Blue
#ffb9c6,Pink
#861c8a,Purple
#b9b89a,Light-Gray
#a21c17,Dark-Red
#038707,Green
#ffabb9,Light-Red
#ffbac9,Pink
#9903ad,Purple
#849183,Gray
#007100,Dark-Green
#00006d,Dark-Blue
#ffe2b4,Peach
#8f4924,Brown
#ffdfb4,Peach
#c2c0c5,Light-Gray
#ffdeb4,Peach
#4b2c0b,Dark-Brown
#95471d,Brown
#20831b,Green
#8f0caa,Purple
#f9fbd0,Cream
#ffe4b4,Peach
#4d2c0c,Dark-Brown
#1c121d,Black
#4d1f0d,Dark-Brown
#000080,Dark-Blue
#ffb7ca,Pink
#f9fad0,Cream
#a6bcab,Light-Gray
#0000ec,Blue
#9d0aae,Purple
#8b6f8f,Gray
#93f495,Light-Green
#960ae4,Purple
#9f4916,Brown
#00007a,Dark-Blue
#ffbec2,Pink
#8b141e,Dark-Red
#9512d0,Purple
#ffd911,Gold
#e7e5e9,White
#90ee94,Light-Green
#afe8f2,Light-Blue
#ff9300,Orange
#54260d,Dark-Brown
#ffff3a,Yellow
#311032,Black
#0000df,Blue
#ffd75e,Gold
#92492c,Brown
#ffff05,Yellow
#ffff37,Yellow
#466146,Dark-Gray
#000071,Dark-Blue
#59250e,Dark-Brown
#00006b,Dark-Blue
#aca4a9,Light-Gray
#ffb398,Light-Red
#7a8296,Gray
#9c4f2a,Brown
#2e1907,Black
#222c0a,Black
#0000f5,Blue
#006f00,Dark-Green
#980929,Dark-Red
#ff4024,Red
#3d2c0b,Dark-Brown
#ffab82,Light-Red
#006f00,Dark-Green
#5f3b4b,Dark-Gray
#90f195,Light-Green
#97f295,Light-Green
#ffe4b4,Peach
#fef6d0,Cream
#ffb4be,Light-Red
#96f398,Light-Green
#add8e9,Light-Blue
#ffbdc2,Pink
#ff9300,Orange
#bbeef6,Light-Blue
#0000ce,Blue
#ffff42,Yellow
#ffdcb4,Peach
#aee1ee,Light-Blue
#9c09e1,Purple
#982218,Dark-Red
#8e10c4,Purple
#f7f8d0,Cream
#9e0ce0,Purple
#1a870a,Green
#0000dd,Blue
#ffff28,Yellow
#0000de,Blue
#ff9d00,Orange
#901cd4,Purple
#e5e8fe,White
#8e4f24,Brown
#925027,Brown
#f5fdfc,White
#9d1fb5,Purple
#8e4a22,Brown
#966b92,Gray
#ff9700,Orange
#534752,Dark-Gray
#000066,Dark-Blue
#ffbdc6,Pink
#0000fb,Blue
#ffdb63,Gold
#ece3e8,White
#5d634c,Dark-Gray
#72687d,Gray
#a7aba7,Light-Gray
#e2ccd8,White
#071b0a,Black
#ff9a00,Orange
#ffb9c5,Pink
#93fa97,Light-Green
#951992,Purple
#623f64,Dark-Gray
#ffd70c,Gold
#f6fcd0,Cream
#ffe4b4,Peach
#ffdc45,Gold
#f4d7dd,White
#26141e,Black
#960d1b,Dark-Red
#938694,Gray
#b2e6fc,Light-Blue
#c0a5c2,Light-Gray
#ff2c29,Red
#414d45,Dark-Gray
#bceff0,Light-Blue
#111731,Black
#1b8a16,Green
#272b04,Black
#a2261b,Dark-Red
#ffa1b4,Light-Red
#974b15,Brown
#1a8218,Green
#ff8d00,Orange
#322204,Black
#ffbfc1,Pink
#006700,Dark-Green
#ff2c38,Red
#006a00,Dark-Green
#992300,Dark-Red
#ffe0b4,Peach
#ffd731,Gold
#ffae96,Light-Red
#ff9000,Orange
#8402b3,Purple
#aee6f8,Light-Blue
#098505,Green
#8e18ec,Purple
#29130d,Black
#9ea49f,Light-Gray
#8f1f16,Dark-Red
#8d08cb,Purple
#ff8f00,Orange
#000075,Dark-Blue
#0000d2,Blue
#34643a,Dark-Gray
#ffff0a,Yellow
#138b0c,Green
#ff9900,Orange
#0000d0,Blue
#1b1f32,Black
#667366,Gray
#ffd922,Gold
#0000e0,Blue
#4a240b,Dark-Brown
#007700,Dark-Green
#ffff1a,Yellow
#ffa2b2,Light-Red
#ffff49,Yellow
#e0d6e3,White
#ff512a,Red
#290109,Black
#006b00,Dark-Green
#b6a6a0,Light-Gray
#fff5d0,Cream
#ff8c00,Orange
#198b0b,Green
#ffde30,Gold
#ffb9c8,Pink
#0000e3,Blue
#ffb8c3,Pink
#addbf5,Light-Blue
#000082,Dark-Blue
#5e5f44,Dark-Gray
#ffe3b4,Peach
#562c0d,Dark-Brown
#006700,Dark-Green
#9e01e9,Purple
#e0e1e4,White
#89159a,Purple
#b1c7c4,Light-Gray
#9f5026,Brown
#97f493,Light-Green
#bdd9fb,Light-Blue
#b4b8a8,Light-Gray
#ff9100,Orange
#1d2c0f,Black
#ff4118,Red
#158b15,Green
#9bc5b2,Light-Gray
#1a8604,Green
#0000cc,Blue
#b4e4ef,Light-Blue
#934d1a,Brown
#ff0d02,Red
#00007d,Dark-Blue
#ffff2b,Yellow
#ffdf19,Gold
#ffa500,Orange
#443757,Dark-Gray
#21871f,Green
#042a1d,Black
#b0ecf7,Light-Blue
#94110b,Dark-Red
#4c3464,Dark-Gray
#54230f,Dark-Brown
#9a502a,Brown
#4a200b,Dark-Brown
#ffe4b4,Peach
#ffff4c,Yellow
#0000ec,Blue
#ffff14,Yellow
#ffbdc2,Pink
#ffb7ca,Pink
#902305,Dark-Red
#90f293,Light-Green
#006400,Dark-Green
#ff9100,Orange
#b3dfe8,Light-Blue
#34533d,Dark-Gray
#adeef5,Light-Blue
#ff8d00,Orange
#423c5a,Dark-Gray
#bcb5bd,Light-Gray
#914928,Brown
#ffd946,Gold
#ffb3a2,Light-Red
#eec9d9,White
#218915,Green
#a0c6b8,Light-Gray
#93816b,Gray
#ffff53,Yellow
#425a52,Dark-Gray
#e1fffe,White
#00006f,Dark-Blue
#7b7d87,Gray
#030f32,Black
#e2e1fd,White
#d8d3ee,White
#00008a,Dark-Blue
#007f00,Dark-Green
#1a880d,Green
#b7c596,Light-Gray
#fcfcd0,Cream
#0000dc,Blue
#434043,Dark-Gray
#b2a1c2,Light-Gray
#b5979e,Light-Gray
#ff9600,Orange
#375552,Dark-Gray
#55280e,Dark-Brown
#ff321e,Red
#0000f9,Blue
#ffbcc2,Pink
#8e452b,Brown
#ff9a00,Orange
#ff2a39,Red
#000089,Dark-Blue
#ffe0b4,Peach
#ffb585,Light-Red
#000080,Dark-Blue
#ffc0ca,Pink
#000083,Dark-Blue
#ff6225,Red
#ffff3c,Yellow
#ffff66,Yellow
#f5f9d0,Cream
#fef8d0,Cream
#920911,Dark-Red
#b7dcf8,Light-Blue
#0000de,Blue
#93ef93,Light-Green
#ff5f2a,Red
#fbf9d0,Cream
#924f18,Brown
#924914,Brown
#ffb9c9,Pink
#ff1801,Red
#ffda4f,Gold
#0000de,Blue
#000065,Dark-Blue
#8d501a,Brown
#776d8f,Gray
#d4e5e3,White
#b9e8f2,Light-Blue
#007200,Dark-Green
#ada7aa,Light-Gray
#fff8d0,Cream
#0d8411,Green
#5c3358,Dark-Gray
#a05123,Brown
#95f297,Light-Green
#ff4044,Red
#ffe4b4,Peach
#bae7f0,Light-Blue
#668374,Gray
#ff9900,Orange
#000085,Dark-Blue
#ffe5b4,Peach
#13870d,Green
#47280a,Dark-Brown
#526159,Dark-Gray
#108512,Green
#ade1f2,Light-Blue
#ff4505,Red
#960bb1,Purple
#ffa6a7,Light-Red
#e4ecf5,White
#8a13d4,Purple
#ff9000,Orange
#ffff02,Yellow
#00006a,Dark-Blue
#91059c,Purple
#92f191,Light-Green
#ffbdc3,Pink
#868388,Gray
#644950,Dark-Gray
#687d6a,Gray
#e3d1e1,White
#ffb9c1,Pink
#02050b,Black
#979a99,Light-Gray
#96f596,Light-Green
#9f4c2b,Brown
#0d870c,Green
#964513,Brown
#533851,Dark-Gray
#ffa000,Orange
#188518,Green
#ffd847,Gold
#94482b,Brown
#3b403d,Dark-Gray
#0000ea,Blue
#1c810d,Green
#0000d2,Blue
#000076,Dark-Blue
#981222,Dark-Red
#ffe5b4,Peach
#9e4d1d,Brown
#b0a0c7,Light-Gray
#54260f,Dark-Brown
#ffe0b4,Peach
#9a4b2a,Brown
#94f690,Light-Green
#007900,Dark-Green
#6b6779,Gray
#000077,Dark-Blue
#a5131c,Dark-Red
#ffdc42,Gold
#8d0bb9,Purple
#4d3e38,Dark-Gray
#93ef98,Light-Green
#00007d,Dark-Blue
#242a05,Black
#44210c,Dark-Brown
#ff3208,Red
#9e0324,Dark-Red
#45250d,Dark-Brown
#6e8c75,Gray
#b8e1f8,Light-Blue
#0000e3,Blue
#98fa98,Light-Green
#a0471e,Brown
#ff6140,Red
#9e4b1a,Brown
#ffa400,Orange
#ffdf1c,Gold
#8e4c1c,Brown
#00006d,Dark-Blue
#000082,Dark-Blue
#945015,Brown
#9d0b10,Dark-Red
#0000f1,Blue
#0000db,Blue
#ffa4a0,Light-Red
#984724,Brown
#93ef93,Light-Green
#1d8604,Green
#8b0b82,Purple
#ff8e00,Orange
#000082,Dark-Blue
#1f2a0f,Black
#007600,Dark-Green
#007f00,Dark-Green
#7e7671,Gray
#000086,Dark-Blue
#ff9b00,Orange
#9c1618,Dark-Red
#dbf4de,White
#c8f3c8,White
#9d4826,Brown
#007f00,Dark-Green
#208102,Green
#0b0721,Black
#48270b,Dark-Brown
#108b1f,Green
#b4e0f9,Light-Blue
#0000ed,Blue
#555358,Dark-Gray
#b8e6f4,Light-Blue
#ffb283,Light-Red
#ffff16,Yellow
#b9e1f5,Light-Blue
#f5fbd0,Cream
#ff3c11,Red
#8d5017,Brown
#ffff09,Yellow
#92472c,Brown
#b4edf8,Light-Blue
#0000fe,Blue
#00006f,Dark-Blue
#355b60,Dark-Gray
#faf5d0,Cream
#006d00,Dark-Green
#f5fcd0,Cream
#ffff3f,Yellow
#ffdc37,Gold
#e2f1cb,White
#041d01,Black
#ffff37,Yellow
#0000f0,Blue
#ffa300,Orange
#b2dfee,Light-Blue
#cee6ed,White
#bddde9,Light-Blue
#ffbac5,Pink
#658e8c,Gray
#ffff15,Yellow
#000074,Dark-Blue
#a5a89b,Light-Gray
#ffb28d,Light-Red
#8e0007,Dark-Red
#aeebf7,Light-Blue
#007e00,Dark-Green
#3e250b,Dark-Brown
#98f095,Light-Green
#c9f0f9,White
#0d1e0e,Black
#007000,Dark-Green
#000089,Dark-Blue
#00007b,Dark-Blue
#ffdcb4,Peach
#47240b,Dark-Brown
#ffd706,Gold
#ff2023,Red
#148713,Green
#b19dc6,Light-Gray
#ff6113,Red
#f9fad0,Cream
#05841f,Green
#ffa500,Orange
#452d0c,Dark-Brown
#018007,Green
#ccf3ec,White
#90501a,Brown
#dff1ca,White
#930e85,Purple
#ffff53,Yellow
#63564b,Dark-Gray
#ffb597,Light-Red
#ffa1ac,Light-Red
#922124,Dark-Red
#ff0d3b,Red
#0a3225,Black
#1f800c,Green
#fdf8d0,Cream
#806c95,Gray
#8f130b,Dark-Red
#4a1f0c,Dark-Brown
#0000d0,Blue
#8d1dbc,Purple
#007900,Dark-Green
#ffb7cb,Pink
#2a0923,Black
#9500b8,Purple
#ffbac5,Pink
#ffdab4,Peach
#98f490,Light-Green
#3f4646,Dark-Gray
#ffa4a5,Light-Red
#042615,Black
#6c8288,Gray
#ffff16,Yellow
#aedcfd,Light-Blue
#91f897,Light-Green
#8d5026,Brown
#ffdab4,Peach
#baaa98,Light-Gray
#1e8b19,Green
#b5dbe8,Light-Blue
#51280c,Dark-Brown
#98fb98,Light-Green
#ffb9c8,Pink
#fdf5d0,Cream
#ffa193,Light-Red
#ffbac7,Pink
#00006b,Dark-Blue
#9e471d,Brown
#8e01ab,Purple
#fdfbd0,Cream
#917792,Gray
#ffff19,Yellow
#1f2815,Black
#eceed8,White
#97f297,Light-Green
#42250f,Dark-Brown
#d4fcca,White
#b0ecee,Light-Blue
#ffdb21,Gold
#ffd736,Gold
#04322b,Black
#222a26,Black
#f5f9e2,White
#ff0240,Red
#ffac83,Light-Red
#007300,Dark-Green
#000064,Dark-Blue
